Name,Platform,Year_of_Release,Genre,Genre_factor,Publisher,NA_Sales,EU_Sales,JP_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,GS_Category
Rez,PS2,2001,Shooter,6,Sony Computer Entertainment,0.03,0.02,0,0.05,78,34,83,28,UGA,E,low
Neverland Card Battles,PSP,2008,Role-Playing,9,Idea Factory,0.04,0,0,0.05,57,14,78,12,Idea Factory,T,low
Lufia: The Ruins of Lore,GBA,2002,Role-Playing,9,Taito,0.04,0.01,0,0.05,76,12,83,8,Taito Corporation,E,low
UEFA Euro 2004: Portugal,XB,2004,Sports,0,Electronic Arts,0.04,0.01,0,0.05,74,21,81,9,EA Canada,E,low
Airline Tycoon 2,PC,2011,Simulation,8,Kalypso Media,0,0.04,0,0.05,57,4,55,30,Kalypso,E,low
Medabots: Infinity,GC,2003,Role-Playing,9,Ubisoft,0.04,0.01,0,0.05,51,6,80,7,Imagineer,E,low
IL-2 Sturmovik: Cliffs of Dover,PC,2011,Simulation,8,Ubisoft,0,0.04,0,0.05,60,13,71,114,1C: Maddox Games,T,low
NFL Blitz Pro,XB,2003,Sports,0,Midway Games,0.04,0.01,0,0.05,71,14,66,8,Midway,E,low
Black Sigil: Blade of the Exiled,DS,2009,Role-Playing,9,Graffiti,0.05,0,0,0.05,58,24,75,20,Studio Archcraft,E,low
Death Jr. II: Root of Evil,PSP,2006,Platform,2,Konami Digital Entertainment,0.05,0,0,0.05,68,34,73,9,Backbone Entertainment,T,low
Wakeboarding Unleashed Featuring Shaun Murray,XB,2003,Sports,0,Activision,0.04,0.01,0,0.05,80,23,88,9,Shaba Games,E,low
Mighty No. 9,PS4,2016,Platform,2,Deep Silver,0.04,0,0,0.05,52,64,35,282,Inti Creates,E10+,low
Samurai Champloo: Sidetracked,PS2,2006,Action,4,Namco Bandai Games,0.03,0.02,0,0.05,66,26,72,6,Grasshopper Manufacture,T,low
Medal of Honor: Airborne,PC,2007,Shooter,6,Electronic Arts,0,0.04,0,0.05,78,38,73,204,Electronic Arts,T,low
Men of War: Assault Squad,PC,2011,Strategy,11,1C Company,0.01,0.03,0,0.05,77,21,82,93,"THQ, 1C, 1C Company",T,low
Rhapsody: A Musical Adventure,DS,2008,Role-Playing,9,Nippon Ichi Software,0.05,0,0,0.05,67,24,68,12,Nippon Ichi Software,E,low
Dead Island Definitive Collection,XOne,2016,Action,4,Deep Silver,0.02,0.03,0,0.05,67,10,49,18,Techland,M,low
PAC-MAN and the Ghostly Adventures,WiiU,2013,Platform,2,Namco Bandai Games,0.03,0.01,0,0.05,58,9,65,16,"Namco Bandai Games, Monkey Bar Games",E10+,low
Virtua Striker 2002,GC,2002,Sports,0,Sega,0.01,0,0.03,0.05,58,20,60,5,Amusement Vision,E,low
UEFA Champions League 2006-2007,X360,2007,Sports,0,Electronic Arts,0.04,0.01,0,0.05,72,27,82,10,EA Canada,E,low
F1 2015,PC,2015,Racing,1,Codemasters,0,0.05,0,0.05,61,13,36,63,Codemasters,E,low
Aliens in the Attic,DS,2009,Action,4,Playlogic Game Factory,0.05,0,0,0.05,58,7,60,5,Engine Software,E10+,low
Hunted: The Demon's Forge,PC,2011,Action,4,Bethesda Softworks,0.03,0.01,0,0.05,61,21,66,127,InXile Entertainment,M,low
Otogi 2: Immortal Warriors,XB,2003,Action,4,Sega,0.04,0.01,0,0.05,79,43,83,12,From Software,T,low
Legend of Kay,PS2,2005,Action,4,JoWood Productions,0.03,0.02,0,0.05,72,30,73,18,Neon Studios,E10+,low
Lucha Libre AAA: Heroes del Ring,X360,2010,Fighting,7,Konami Digital Entertainment,0.05,0,0,0.05,49,11,63,12,Immersion Software & Graphics,T,low
Piglet's Big Game,GC,2003,Platform,2,Gotham Games,0.04,0.01,0,0.05,70,4,80,5,Doki Denki,E,low
Tom Clancy's HAWX 2,PC,2010,Action,4,Ubisoft,0,0.04,0,0.05,66,12,38,47,Ubisoft,T,low
Fallout: Brotherhood of Steel,XB,2004,Role-Playing,9,Avalon Interactive,0.04,0.01,0,0.05,66,33,55,23,Interplay,M,low
IndyCar Series,XB,2003,Racing,1,Codemasters,0.04,0.01,0,0.05,71,8,78,5,Codemasters,E,low
Killing Floor 2 ,PS4,2016,Shooter,6,Tripwire Interactive,0.03,0.01,0,0.05,76,39,80,57,Tripwire Interactive,M,low
Ferrari F355 Challenge,PS2,2002,Racing,1,Sony Computer Entertainment,0.03,0.02,0,0.05,70,14,44,5,Sega AM2,E,low
Mortal Kombat X,PC,2015,Fighting,7,Warner Bros. Interactive Entertainment,0.01,0.04,0,0.05,76,10,51,475,High Voltage Software,M,low
Cities in Motion,PC,2011,Simulation,8,Paradox Interactive,0,0.04,0,0.05,70,20,77,105,Colossal Order,E,low
Shifters,PS2,2002,Adventure,10,3DO,0.03,0.02,0,0.05,37,12,59,8,3DO,T,low
Bladestorm: Nightmare,XOne,2015,Action,4,Tecmo Koei,0.03,0.02,0,0.05,48,6,71,8,Omega Force,T,low
TNA iMPACT: Cross the Line,PSP,2010,Fighting,7,SouthPeak Games,0.05,0,0,0.05,50,6,65,4,Point of View,T,low
Sacred 3,X360,2014,Role-Playing,9,Deep Silver,0.03,0.02,0,0.05,51,11,41,42,Deep Silver,M,low
Venetica,PC,2009,Role-Playing,9,DTP Entertainment,0,0.04,0,0.05,61,17,68,51,Deck 13,T,low
Operation Flashpoint: Dragon Rising,PC,2009,Shooter,6,Codemasters,0.02,0.03,0,0.05,76,29,49,539,Codemasters,M,low
Wasteland 2,XOne,2015,Role-Playing,9,Deep Silver,0.04,0.01,0,0.05,77,13,71,56,InXile Entertainment,M,low
MorphX,X360,2010,Shooter,6,505 Games,0.05,0,0,0.05,33,4,66,15,"Buka Entertainment, Targem Games",M,low
Sigma Star Saga,GBA,2005,Role-Playing,9,Atari,0.04,0.01,0,0.05,68,34,82,6,WayForward,E10+,low
FIFA Soccer 2004,GBA,2003,Sports,0,Electronic Arts,0.04,0.01,0,0.05,82,4,79,9,Exient Entertainment,E,low
Disney's Party,GC,2002,Misc,3,Electronic Arts,0.04,0.01,0,0.05,39,6,78,5,Neverland,E,low
The Bureau: XCOM Declassified,PC,2013,Shooter,6,Take-Two Interactive,0,0.05,0,0.05,66,45,65,621,2K Marin,M,low
Nanostray 2,DS,2008,Shooter,6,Codemasters,0.03,0.01,0,0.05,75,23,78,8,Shin'en,E,low
Dokapon Journey,DS,2008,Role-Playing,9,Sting,0.05,0,0,0.05,60,16,70,8,Suzak,E10+,low
Metal Slug Anthology,PSP,2007,Shooter,6,Ignition Entertainment,0.02,0,0.02,0.05,78,26,74,25,Terminal Reality,T,low
Back to the Future: The Game,Wii,2011,Adventure,10,Telltale Games,0.05,0,0,0.05,66,7,41,9,Iron Galaxy Studios,T,low
Phantom Crash,XB,2002,Simulation,8,Phantagram,0.03,0.01,0.01,0.05,74,23,83,14,Genki,T,low
Yanya Caballista: City Skater,PS2,2001,Sports,0,Tecmo Koei,0.02,0.02,0,0.05,58,13,63,7,Cave,E,low
The Typing of the Dead,DC,2000,Shooter,6,Sega,0,0,0.05,0.05,83,12,78,12,Smilebit,M,low
Jenga World Tour,Wii,2007,Misc,3,Atari,0.05,0,0,0.05,26,14,28,11,Atomic Planet Entertainment,E,low
Tenchu: Dark Secret,DS,2006,Action,4,From Software,0.03,0,0.01,0.05,37,10,51,7,From Software,T,low
Shrek Super Party,GC,2003,Misc,3,TDK Mediactive,0.04,0.01,0,0.05,40,6,73,7,Mass Media,E,low
Second Sight,GC,2004,Adventure,10,Codemasters,0.04,0.01,0,0.05,77,34,85,13,Free Radical Design,T,low
Rave Master,GC,2002,Fighting,7,Konami Digital Entertainment,0,0,0.05,0.05,60,15,63,4,Konami,T,low
Bejeweled Twist,PC,2008,Puzzle,5,PopCap Games,0.01,0.04,0,0.05,78,12,73,11,PopCap,E,low
Steins;Gate 0,PS4,2015,Adventure,10,PQube,0,0,0.05,0.05,81,17,83,29,5pb,M,low
Ivy the Kiwi?,DS,2010,Puzzle,5,Rising Star Games,0.04,0,0,0.05,69,20,63,4,Prope,E,low
Hail to the Chimp,PS3,2008,Misc,3,Gamecock,0.05,0,0,0.05,51,19,45,4,Wideload Games Inc.,T,low
Alias,XB,2004,Action,4,Acclaim Entertainment,0.04,0.01,0,0.05,64,37,60,4,Acclaim Studios Cheltenham,T,low
OutRun 2006: Coast 2 Coast,PS2,2006,Racing,1,Sega,0.02,0.01,0.01,0.05,81,42,88,17,Sumo Digital,E,low
Arx Fatalis,XB,2003,Role-Playing,9,Mindscape,0.04,0.01,0,0.05,71,31,82,6,Arkane Studios,M,low
Zumba Fitness Core,X360,2012,Misc,3,505 Games,0,0.05,0,0.05,77,6,67,6,Zoe Mode,E10+,low
Guilty Gear Dust Strikers,DS,2006,Fighting,7,Majesco Entertainment,0.05,0,0,0.05,60,25,58,9,Arc System Works,T,low
Dark Summit,GC,2002,Sports,0,THQ,0.04,0.01,0,0.05,68,16,45,4,Radical Entertainment,T,low
Star Wars: Republic Commando,PC,2005,Shooter,6,LucasArts,0,0.04,0,0.05,78,34,87,279,LucasArts,T,low
The Lost Vikings,GBA,2003,Puzzle,5,Activision,0.04,0.01,0,0.05,75,16,91,15,Mass Media,E,low
Plants vs. Zombies,PC,2009,Strategy,11,PopCap Games,0,0.04,0,0.05,87,41,89,891,PopCap,E10+,low
Secret Files: Tunguska,DS,2008,Adventure,10,Deep Silver,0.04,0.01,0,0.05,71,6,76,5,"10tacle Studios, Fusionsphere Systems",T,low
Stretch Panic,PS2,2001,Platform,2,Midas Interactive Entertainment,0.02,0.02,0,0.05,65,14,78,4,Treasure,T,low
PQ2: Practical Intelligence Quotient,PSP,2006,Puzzle,5,D3Publisher,0.04,0,0,0.05,74,19,78,6,Now Production,E,low
Metroid Prime: Federation Force,3DS,2016,Action,4,Nintendo,0.02,0.01,0.01,0.05,64,56,51,219,"Next Level Games, Nintendo",T,low
DiRT 2,PC,2009,Racing,1,Codemasters,0,0.04,0,0.05,89,22,82,352,Codemasters,T,low
Payday 2,PC,2013,Shooter,6,505 Games,0.04,0,0,0.05,79,51,34,3558,Overkill Software,M,low
Woody Woodpecker: Escape from Buzz Buzzard Park,PS2,2001,Platform,2,DreamCatcher Interactive,0.02,0.02,0,0.05,64,5,74,5,EKO Software,E,low
Furu Furu Park,Wii,2007,Misc,3,Taito,0.05,0,0,0.05,43,16,48,5,"Taito Corporation, 505 Games",E10+,low
Hatsune Miku: Project Diva X,PS4,2016,Misc,3,Sega,0.02,0,0.02,0.05,78,22,74,41,Sega,T,low
Whirl Tour,GC,2002,Sports,0,Vivendi Games,0.04,0.01,0,0.05,61,10,90,4,Papaya Studios,E,low
Grand Ages: Medieval,PC,2015,Strategy,11,Kalypso Media,0,0.05,0,0.05,63,11,54,52,Gaming Minds Studios,T,low
Saints Row: Gat out of Hell,PS4,2015,Action,4,Deep Silver,0,0.04,0,0.05,64,45,57,98,Volition Inc.,M,low
Stunt GP,PS2,2001,Racing,1,Titus,0.02,0.02,0,0.05,49,8,81,9,Team 17,E,low
Plants vs. Zombies: Garden Warfare 2,PC,2016,Shooter,6,Electronic Arts,0,0.04,0,0.05,82,6,75,44,PopCap,E10+,low
Singularity,PC,2010,Shooter,6,Mastertronic,0,0.04,0,0.05,76,36,77,326,Raven Software,M,low
NASCAR Heat Evolution,PS4,2016,Racing,1,Dusenberry Martin Racing,0.04,0,0,0.05,66,8,38,18,Dusenberry Martin Racing,E,low
Ms Saga: A New Dawn,PS2,2005,Role-Playing,9,Namco Bandai Games,0.02,0.02,0,0.05,65,27,86,15,Bandai,E10+,low
Child of Light,PS4,2014,Role-Playing,9,Ubisoft,0,0.01,0.04,0.05,82,46,80,451,Ubisoft Montreal,E10+,low
GrimGrimoire,PS2,2007,Strategy,11,Tecmo Koei,0.01,0.01,0.03,0.05,79,39,79,17,Vanilla Ware,E10+,low
Deadliest Catch: Alaskan Storm,X360,2008,Sports,0,Navarre Corp,0.04,0,0,0.05,56,14,59,15,Liquid Dragon Studios,T,low
Crime Life: Gang Wars,XB,2005,Action,4,Konami Digital Entertainment,0.04,0.01,0,0.05,30,19,34,9,Hothouse Creations,M,low
Rugby 2005,XB,2005,Sports,0,Electronic Arts,0.04,0.01,0,0.05,75,20,77,11,HB Studios Multimedia,E,low
"Warhammer 40,000: Dawn of War",PC,2004,Strategy,11,THQ,0.01,0.03,0,0.05,86,51,88,295,Relic,M,low
Rock 'N Roll Racing,GBA,2003,Racing,1,Activision,0.03,0.01,0,0.05,80,12,94,5,Mass Media,E,low
Silhouette Mirage,PS,1998,Platform,2,ESP,0.03,0.02,0,0.05,69,8,75,4,Treasure,E,low
Dynasty Warriors Vol. 2,PSP,2006,Action,4,Tecmo Koei,0.04,0,0,0.05,57,28,81,8,Omega Force,T,low
Freelancer,PC,2003,Simulation,8,Microsoft Game Studios,0.02,0.02,0,0.05,85,39,90,185,Digital Anvil,T,low
LEGO Indiana Jones 2: The Adventure Continues,PC,2009,Action,4,Activision,0.02,0.03,0,0.05,66,13,80,19,Traveller's Tales,E10+,low
Rugby 06,PS2,2006,Sports,0,Electronic Arts,0.02,0.02,0,0.05,70,6,78,27,EA Canada,E,low
Fatal Frame II: Crimson Butterfly Director's Cut,XB,2004,Action,4,Microsoft Game Studios,0.04,0.01,0,0.05,84,37,83,16,Tecmo,M,low
2002 FIFA World Cup,GC,2002,Sports,0,Electronic Arts,0.04,0.01,0,0.05,78,9,77,6,EA Sports,E,low
The Lord of the Rings: The Battle for Middle-Earth II,X360,2006,Strategy,11,Electronic Arts,0,0.04,0,0.05,79,50,75,83,EA LA,T,low
Need for Speed Carbon,PC,2006,Racing,1,Electronic Arts,0,0.04,0,0.05,78,17,72,249,Black Box,E10+,low
Colin McRae Rally 2005,XB,2004,Racing,1,Codemasters,0.04,0.01,0,0.05,83,35,75,6,Codemasters,E,low
Saiyuki: Journey West,PS,1999,Strategy,11,Tecmo Koei,0.03,0.02,0,0.05,73,9,71,9,Koei,E,low
Empire Earth,PC,2001,Strategy,11,Vivendi Games,0,0.04,0,0.05,81,23,82,126,Stainless Steel Studios,T,low
DuckTales: Remastered,PS3,2013,Action,4,Capcom,0.01,0.03,0,0.05,75,31,74,135,WayForward,E,low
Worms Reloaded,PC,2010,Strategy,11,Team17 Software,0,0.04,0,0.05,79,28,68,185,Team 17,E10+,low
StarCraft,PC,1998,Strategy,11,Activision,0,0.04,0,0.05,88,15,91,813,Blizzard Entertainment,T,low
World Championship Pool 2004,PS2,2004,Sports,0,Jaleco,0.02,0.02,0,0.05,60,4,67,6,Blade Interactive,E,low
B-Boy,PSP,2006,Misc,3,Sony Computer Entertainment,0.04,0,0,0.05,50,11,78,6,FreeStyleGames,T,low
Kakuto Chojin,XB,2002,Fighting,7,Microsoft Game Studios,0.04,0.01,0,0.05,46,26,72,17,DreamFactory,T,low
Need for Speed Underground,PC,2003,Racing,1,Electronic Arts,0,0.04,0,0.05,82,24,83,307,Black Box,E,low
Moon,DS,2009,Adventure,10,Mastiff,0.04,0,0,0.05,71,45,74,21,Renegade Kid,T,low
Snoopy vs the Red Baron,PSP,2006,Adventure,10,Namco Bandai Games,0.04,0,0,0.05,76,7,78,4,Smart Bomb Interactive,E10+,low
Virtua Tennis 3,PSP,2007,Sports,0,Sega,0.02,0.02,0,0.05,79,17,77,13,Sumo Digital,E,low
Raze's Hell,XB,2005,Shooter,6,Majesco Entertainment,0.04,0.01,0,0.05,71,37,81,8,Artech Studios,M,low
Far Cry,PC,2004,Shooter,6,Ubisoft,0,0.04,0,0.05,89,72,81,724,Crytek,M,low
Hoshigami: Ruining Blue Earth,PS,2001,Role-Playing,9,Max Five,0.03,0.02,0,0.05,62,9,87,26,Max Five,E,low
NightCaster II: Equinox,XB,2002,Action,4,Jaleco,0.03,0.01,0,0.05,46,12,70,4,Jaleco Entertainment,T,low
Ship Simulator Extremes,PC,2010,Simulation,8,Paradox Interactive,0,0.04,0,0.05,49,5,62,27,VSTEP,E,low
Time Crisis: Project Titan,PS,2001,Shooter,6,Namco Bandai Games,0.03,0.02,0,0.05,71,13,67,6,Flying Tiger Development,T,low
Ys: The Ark of Napishtim,PSP,2006,Role-Playing,9,Konami Digital Entertainment,0.04,0,0,0.05,64,29,73,13,Konami Software Shanghai,E10+,low
Pro Evolution Soccer 2017,XOne,2016,Sports,0,Konami Digital Entertainment,0.01,0.03,0,0.05,87,12,61,84,Konami,E,low
FIFA Soccer 10,PC,2009,Sports,0,Electronic Arts,0,0.04,0,0.05,72,14,38,59,EA Sports,E,low
Tom Clancy's Rainbow Six: Lockdown,GC,2005,Shooter,6,Ubisoft,0.04,0.01,0,0.05,72,8,78,5,"Red Storm Entertainment, Ubisoft Montreal",M,low
The Sims,PC,2000,Simulation,8,Electronic Arts,0.01,0.03,0,0.05,92,38,79,451,Maxis,T,low
FIFA Manager 12,PC,2011,Sports,0,Electronic Arts,0,0.03,0,0.05,72,11,39,24,Bright Future GmbH,E,low
Gitaroo Man,PS2,2001,Misc,3,THQ,0.02,0.02,0,0.05,82,21,87,25,Koei/Inis,E,low
Cabela's Trophy Bucks,X360,2007,Sports,0,Activision Value,0.04,0,0,0.05,39,4,30,4,FUN Labs,T,low
XCOM 2,XOne,2016,Strategy,11,Take-Two Interactive,0.02,0.02,0,0.05,87,17,81,40,Firaxis Games,T,low
Yaiba: Ninja Gaiden Z,X360,2014,Action,4,Tecmo Koei,0.03,0.01,0,0.05,50,20,53,43,"Spark Unlimited, comcept",M,low
Rock of the Dead,X360,2010,Shooter,6,Conspiracy Entertainment,0.04,0,0,0.05,48,7,48,4,Epicenter Studios,T,low
Code Lyoko,DS,2007,Action,4,Game Factory,0.03,0.01,0,0.05,63,11,68,13,DC Studios,E10+,low
Pool Party,Wii,2007,Sports,0,SouthPeak Games,0.04,0,0,0.05,32,13,7,6,SouthPeak Games,E,low
Rapala Fishing Frenzy 2009,X360,2008,Sports,0,Activision,0.04,0,0,0.05,41,5,72,6,FUN Labs,E,low
Company of Heroes,PC,2006,Strategy,11,THQ,0,0.04,0,0.05,93,55,88,1128,Relic,M,low
Wonder World Amusement Park,Wii,2008,Misc,3,Majesco Entertainment,0.04,0,0,0.05,37,9,45,4,Coyote Console,E,low
Ride 2,PS4,2016,Racing,1,Milestone S.r.l,0,0.04,0,0.05,71,19,80,12,Milestone S.r.l,E,low
Wing Island,Wii,2006,Simulation,8,Konami Digital Entertainment,0.03,0.01,0.01,0.05,47,32,49,8,CAProduction,E,low
Silent Hunter: Wolves of the Pacific,PC,2007,Simulation,8,Ubisoft,0,0.04,0,0.05,79,22,69,40,Ubisoft Romania,T,low
Wrath Unleashed,XB,2004,Strategy,11,LucasArts,0.03,0.01,0,0.05,69,32,70,4,Double Helix Games,T,low
March of the Penguins,DS,2006,Adventure,10,Zoo Digital Publishing,0.04,0,0,0.05,34,8,17,6,SkyRiver Studios,E,low
Double Dragon Advance,GBA,2003,Action,4,Atlus,0.03,0.01,0,0.05,75,21,84,5,Million,T,low
The Bible Game,XB,2005,Misc,3,Crave Entertainment,0.03,0.01,0,0.05,60,6,27,13,Crave,E,low
Bubble Bobble Revolution,DS,2005,Puzzle,5,Atari,0.04,0,0,0.05,38,19,62,6,Taito Corporation,E,low
Yager,XB,2003,Shooter,6,THQ,0.03,0.01,0,0.05,70,19,93,9,Yager,T,low
Root Letter,PSV,2016,Adventure,10,PQube,0,0.03,0.01,0.05,78,6,78,6,Kadokawa,M,low
Futurama,XB,2003,Platform,2,SCi,0.03,0.01,0,0.05,58,21,69,14,UDS,T,low
Supreme Commander,PC,2007,Strategy,11,THQ,0,0.04,0,0.05,86,44,83,263,Gas Powered Games,E10+,low
Pool Hall Pro,Wii,2009,Sports,0,Playlogic Game Factory,0.04,0,0,0.05,62,5,53,4,Icon Games,E,low
Wolfenstein,PC,2009,Shooter,6,Activision,0.01,0.03,0,0.05,74,41,73,261,"id Software, Raven Software",M,low
Microsoft Train Simulator,PC,2001,Simulation,8,Microsoft Game Studios,0,0.04,0,0.05,84,16,84,21,Kuju Entertainment,E,low
Resident Evil 6,XOne,2016,Shooter,6,Capcom,0.04,0,0,0.05,63,12,63,34,Capcom,M,low
Assassin's Creed: Altair's Chronicles,DS,2008,Platform,2,Ubisoft,0.03,0.01,0,0.05,58,30,63,30,Gameloft,T,low
Bad Boys: Miami Takedown,GC,2004,Shooter,6,Empire Interactive,0.03,0.01,0,0.05,35,11,20,9,Blitz Games,M,low
Fantastic Four: Rise of the Silver Surfer,Wii,2007,Action,4,Take-Two Interactive,0.04,0.01,0,0.05,39,16,59,15,7 Studios,T,low
Pony Friends,DS,2007,Simulation,8,Eidos Interactive,0,0.04,0,0.04,67,8,66,12,Tantalus Interactive,E,low
Art of Fighting Anthology,PS2,2006,Fighting,7,Crave Entertainment,0.02,0.02,0,0.04,60,19,70,4,SNK Playmore,T,low
Sébastien Loeb Rally Evo,PS4,2016,Racing,1,Milestone S.r.l,0,0.04,0,0.04,71,28,81,73,Milestone S.r.l,E,low
Lux-Pain,DS,2008,Adventure,10,Rising Star Games,0.04,0,0,0.04,48,33,62,18,Killaware,T,low
Guilty Gear XX Accent Core,PS2,2007,Fighting,7,Unknown,0,0,0.04,0.04,77,9,83,16,Arc System Works,T,low
Mafia,PC,2002,Action,4,Take-Two Interactive,0,0.04,0,0.04,88,27,91,863,Illusion Softworks,M,low
Disney's Donald Duck: Goin' Quackers,GC,2002,Platform,2,Ubisoft,0.03,0.01,0,0.04,61,7,30,4,Ubisoft Montreal,E,low
Operation Flashpoint: Elite,XB,2005,Shooter,6,Codemasters,0.03,0.01,0,0.04,64,24,83,27,Bohemia Interactive,T,low
Fantastic Four: Rise of the Silver Surfer,DS,2007,Action,4,Take-Two Interactive,0.04,0,0,0.04,35,8,48,13,7 Studios,E10+,low
Virtua Tennis 3,X360,2007,Sports,0,Sega,0.03,0.01,0,0.04,80,34,68,26,Sumo Digital,E,low
Front Mission,DS,2007,Strategy,11,Square Enix,0.01,0,0.03,0.04,72,19,89,9,Square Enix,E10+,low
Tropico 3,PC,2009,Strategy,11,Kalypso Media,0,0.04,0,0.04,79,48,81,184,Haemimont,T,low
Boktai 2: Solar Boy Django,GBA,2004,Role-Playing,9,Konami Digital Entertainment,0.03,0.01,0,0.04,78,20,85,11,KCEJ,T,low
Life is Strange,PC,2016,Adventure,10,Square Enix,0.01,0.04,0,0.04,83,15,86,1620,DONTNOD Entertainment,M,low
Battlezone,PS4,2016,Action,4,Rebellion Developments,0.02,0.02,0,0.04,66,39,70,31,Rebellion,T,low
Pro Evolution Soccer 2016,PC,2015,Sports,0,Konami Digital Entertainment,0,0.04,0,0.04,76,12,43,286,Konami,E,low
The Dark Spire,DS,2008,Role-Playing,9,Success,0.04,0,0,0.04,69,23,77,21,Success,E10+,low
Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,2016,Action,4,Activision,0.03,0.01,0,0.04,55,14,60,38,PlatinumGames,T,low
Runaway: A Twist of Fate,PC,2009,Adventure,10,Focus Home Interactive,0,0.04,0,0.04,79,15,82,40,Pendulo Studios,T,low
FlatOut 2,XB,2006,Racing,1,Empire Interactive,0.03,0.01,0,0.04,73,38,73,8,Bugbear,T,low
Rogue Trooper,PS2,2006,Shooter,6,Eidos Interactive,0.02,0.02,0,0.04,71,37,82,9,Rebellion,T,low
Backyard Baseball '09,Wii,2008,Sports,0,Atari,0.04,0,0,0.04,37,4,78,5,Humongous Entertainment,E,low
Tom Clancy's HAWX,PC,2009,Action,4,Ubisoft,0,0.03,0,0.04,70,23,73,125,Ubisoft Romania,T,low
Enemy Front,X360,2014,Shooter,6,Namco Bandai Games,0.02,0.02,0,0.04,35,8,58,78,CI Games,M,low
Shantae and the Pirate's Curse,3DS,2015,Platform,2,Rising Star Games,0.01,0,0.03,0.04,82,18,85,86,WayForward,E10+,low
Dai Senryaku VII: Modern Military Tactics,XB,2003,Strategy,11,Kool Kizz,0.03,0.01,0,0.04,74,11,88,6,SystemSoft,E,low
Castle of Shikigami III,Wii,2007,Shooter,6,PQube,0.04,0,0,0.04,67,9,76,9,Alfa System,T,low
Nobunaga's Ambition: Sphere of Influence,PS4,2014,Strategy,11,Tecmo Koei,0.03,0,0,0.04,80,20,81,46,Koei Tecmo Games,T,low
FIFA Street 2,DS,2006,Sports,0,Electronic Arts,0.04,0,0,0.04,43,5,75,4,Exient Entertainment,E,low
City Life: World Edition,PC,2007,Simulation,8,Monte Christo Multimedia,0,0.04,0,0.04,75,7,82,9,Monte Cristo Multimedia,E,low
Corpse Party: Book of Shadows,PSP,2011,Adventure,10,5pb,0,0,0.04,0.04,67,23,82,50,5pb,M,low
WarTech: Senko no Ronde,X360,2006,Fighting,7,Ubisoft,0.04,0,0,0.04,60,33,61,7,G.Rev,T,low
IL-2 Sturmovik: 1946,PC,2006,Simulation,8,Ubisoft,0,0.04,0,0.04,86,9,88,115,1C: Maddox Games,T,low
Red Ninja: End of Honor,PS2,2005,Action,4,Vivendi Games,0.02,0.02,0,0.04,47,17,50,7,Opus,M,low
Praetorians,PC,2003,Strategy,11,Eidos Interactive,0,0.04,0,0.04,78,23,82,38,Pyro Studios,T,low
Smash Court Tennis 3,PSP,2007,Sports,0,Namco Bandai Games,0.01,0.01,0.01,0.04,68,30,63,4,"Namco Bandai Games America, Namco Bandai Games",E,low
LEGO Friends,3DS,2013,Action,4,Warner Bros. Interactive Entertainment,0,0.04,0,0.04,43,4,83,4,Hellbent Games,E,low
SPRay,Wii,2008,Action,4,Tecmo Koei,0.04,0,0,0.04,42,16,45,6,EKO Software,E10+,low
Outlaw Tennis,XB,2005,Sports,0,Global Star,0.03,0.01,0,0.04,66,45,77,6,Hypnotix,M,low
Brothers: A Tale of Two Sons,XOne,2015,Adventure,10,505 Games,0.03,0.01,0,0.04,81,6,89,26,Starbreeze,T,low
Attack of the Movies 3D,X360,2010,Shooter,6,Majesco Entertainment,0.04,0,0,0.04,38,8,17,10,Panic Button,T,low
Secret Files: Tunguska,PC,2006,Adventure,10,DreamCatcher Interactive,0,0.04,0,0.04,66,26,74,38,Fusionsphere Systems,T,low
NASCAR 07,XB,2006,Racing,1,Electronic Arts,0.03,0.01,0,0.04,72,26,70,4,EA Tiburon,E,low
Dance Dance Revolution Disney Mix,PS,2000,Simulation,8,Konami Digital Entertainment,0.02,0.02,0,0.04,74,7,83,13,Konami,E,low
Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015,Fighting,7,Marvelous Interactive,0.01,0,0.02,0.04,70,33,69,28,"Examu, Marvelous Inc.",T,low
Thrillville: Off the Rails,DS,2007,Strategy,11,LucasArts,0.03,0.01,0,0.04,59,6,62,5,DC Studios,E,low
Bloody Roar Extreme,XB,2003,Fighting,7,Hudson Soft,0.03,0.01,0,0.04,61,22,86,9,Eighting/Raizing,T,low
Split/Second,PC,2010,Racing,1,Disney Interactive Studios,0,0.04,0,0.04,79,18,82,116,Black Rock Studio,E10+,low
Resident Evil 6,PC,2012,Shooter,6,Capcom,0,0.04,0,0.04,69,18,59,868,"Capcom, QLOC",M,low
Dead Head Fred,PSP,2007,Action,4,D3Publisher,0.04,0,0,0.04,75,30,73,23,Vicious Cycle,M,low
Ride to Hell,PS3,2013,Racing,1,Deep Silver,0.02,0.01,0,0.04,13,4,10,218,"Eutechnyx, Deep Silver",M,low
Need for Speed: ProStreet,PC,2007,Racing,1,Electronic Arts,0,0.04,0,0.04,70,18,59,163,EA Games,E10+,low
Digimon Rumble Arena 2,GC,2004,Fighting,7,Atari,0.03,0.01,0,0.04,71,5,81,7,Black Ship Games,T,low
Gravity Falls: Legend of the Gnome Gemulets,3DS,2015,Action,4,Ubisoft,0.03,0,0,0.04,46,4,58,10,Ubisoft Osaka,E,low
